,arr_delay
67923,-4.0
67924,30.0
67925,-10.0
67926,-44.0
67927,-32.0
67928,-8.0
67929,-36.0
67930,-5.0
67931,-12.0
67932,42.0
67933,-12.0
67934,-24.0
67935,249.0
67936,17.0
67937,5.0
67938,-13.0
67939,-33.0
67940,1.0
67941,8.0
67942,-4.0
67943,-30.0
67944,-12.0
67945,10.0
67946,6.0
67947,-17.0
67948,-1.0
67949,15.0
67950,-19.0
67951,-2.0
67952,-5.0
67953,19.0
67954,10.0
67955,-6.0
67956,19.0
67957,108.0
67958,-16.0
67959,25.0
67960,-7.0
67961,-24.0
67962,-10.0
67963,23.0
67964,-33.0
67965,-11.0
67966,31.0
67967,-13.0
67968,-11.0
67969,31.0
67970,8.0
67971,16.0
67972,31.0
67973,88.0
67974,10.0
67975,20.0
67976,-10.0
67977,-20.0
67978,-11.0
67979,37.0
67980,-4.0
67981,-12.0
67982,-1.0
67983,-1.0
67984,54.0
67985,2.0
67986,47.0
67987,4.0
67988,-8.0
67989,-11.0
67990,43.0
67991,82.0
67992,-3.0
67993,-5.0
67994,10.0
67995,6.0
67996,55.0
67997,0.0
67998,2.0
67999,-6.0
68000,-10.0
68001,34.0
68002,1.0
68003,-12.0
68004,7.0
68005,-13.0
68006,9.0
68007,5.0
68008,2.0
68009,-20.0
68010,-9.0
68011,-37.0
68012,-9.0
68013,11.0
68014,7.0
68015,-28.0
68016,-11.0
68017,-13.0
68018,-5.0
68019,89.0
68020,-13.0
68021,-7.0
68022,3.0
68023,154.0
68024,19.0
68025,-22.0
68026,7.0
68027,-25.0
68028,-26.0
68029,-11.0
68030,-10.0
68031,-6.0
68032,-14.0
68033,-36.0
68034,-16.0
68035,19.0
68036,-1.0
68037,-21.0
68038,-6.0
68039,-6.0
68040,9.0
68041,-5.0
68042,-2.0
68043,-29.0
68044,-14.0
68045,-18.0
68046,-17.0
68047,1.0
68048,-26.0
68049,35.0
68050,-9.0
68051,5.0
68052,1.0
68053,-15.0
68054,34.0
68055,5.0
68056,-2.0
68057,37.0
68058,-26.0
68059,-5.0
68060,-30.0
68061,-19.0
68062,220.0
68063,-8.0
68064,-31.0
68065,-19.0
68066,10.0
68067,-19.0
68068,133.0
68069,-12.0
68070,-19.0
68071,-17.0
68072,-10.0
68073,-20.0
68074,-4.0
68075,2.0
68076,2.0
68077,50.0
68078,-5.0
68079,-3.0
68080,-8.0
68081,-14.0
68082,-25.0
68083,-13.0
68084,-3.0
68085,-16.0
68086,-33.0
68087,15.0
68088,-20.0
68089,-35.0
68090,-13.0
68091,-3.0
68092,10.0
68093,-24.0
68094,22.0
68095,44.0
68096,4.0
68097,-17.0
68098,-34.0
68099,-3.0
68100,304.0
68101,-35.0
68102,-5.0
68103,-22.0
68104,-16.0
68105,-32.0
68106,-5.0
68107,4.0
68108,-4.0
68109,-16.0
68110,-18.0
68111,46.0
68112,31.0
68113,-16.0
68114,-21.0
68115,-12.0
68116,-33.0
68117,-17.0
68118,0.0
68119,-9.0
68120,-27.0
68121,29.0
68122,-18.0
68123,-13.0
68124,66.0
68125,-1.0
68126,34.0
68127,32.0
68128,-20.0
68129,-9.0
68130,9.0
68131,-9.0
68132,6.0
68133,-12.0
68134,113.0
68135,-6.0
68136,-18.0
68137,11.0
68138,-17.0
68139,-7.0
68140,-6.0
68141,-8.0
68142,-25.0
68143,-7.0
68144,-19.0
68145,-14.0
68146,-1.0
68147,-27.0
68148,-16.0
68149,38.0
68150,0.0
68151,12.0
68152,-25.0
68153,-7.0
68154,-17.0
68155,0.0
68156,-43.0
68157,6.0
68158,4.0
68159,-20.0
68160,-17.0
68161,-7.0
68162,-1.0
68163,-11.0
68164,-17.0
68165,-26.0
68166,-4.0
68167,46.0
68168,11.0
68169,0.0
68170,-6.0
68171,-17.0
68172,-6.0
68173,-18.0
68174,-15.0
68175,-8.0
68176,-2.0
68177,13.0
68178,7.0
68179,-11.0
68180,48.0
68181,-39.0
68182,-5.0
68183,-9.0
68184,-8.0
68185,-11.0
68186,36.0
68187,4.0
68188,-20.0
68189,48.0
68190,13.0
68191,-13.0
68192,10.0
68193,-21.0
68194,12.0
68195,-3.0
68196,100.0
68197,-10.0
68198,263.0
68199,18.0
68200,28.0
68201,-16.0
68202,-10.0
68203,40.0
68204,4.0
68205,-13.0
68206,-26.0
68207,-25.0
68208,53.0
68209,-10.0
68210,52.0
68211,2.0
68212,-18.0
68213,-3.0
68214,31.0
68215,-15.0
68216,-9.0
68217,13.0
68218,19.0
68219,39.0
68220,-32.0
68221,-3.0
68222,58.0
68223,-16.0
68224,8.0
68225,6.0
68226,-14.0
68227,9.0
68228,140.0
68229,-19.0
68230,-6.0
68231,68.0
68232,-2.0
68233,123.0
68234,18.0
68235,-7.0
68236,-27.0
68237,-6.0
68238,21.0
68239,6.0
68240,-14.0
68241,-2.0
68242,-24.0
68243,-8.0
68244,-11.0
68245,-13.0
68246,-17.0
68247,-4.0
68248,-8.0
68249,25.0
68250,15.0
68251,3.0
68252,-18.0
68253,-11.0
68254,-1.0
68255,35.0
68256,50.0
68257,-15.0
68258,32.0
68259,0.0
68260,-7.0
68261,-3.0
68262,-12.0
68263,-16.0
68264,-15.0
68265,82.0
68266,2.0
68267,-33.0
68268,-11.0
68269,-14.0
68270,-18.0
68271,5.0
68272,33.0
68273,-4.0
68274,-3.0
68275,5.0
68276,-15.0
68277,-4.0
68278,-11.0
68279,5.0
68280,69.0
68281,6.0
68282,-21.0
68283,6.0
68284,-3.0
68285,-6.0
68286,44.0
68287,36.0
68288,-17.0
68289,-24.0
68290,1.0
68291,-7.0
68292,-19.0
68293,33.0
68294,21.0
68295,-9.0
68296,-4.0
68297,-6.0
68298,-2.0
68299,3.0
68300,-22.0
68301,123.0
68302,-16.0
68303,-6.0
68304,68.0
68305,-22.0
68306,5.0
68307,18.0
68308,-20.0
68309,52.0
68310,41.0
68311,-7.0
68312,9.0
68313,-17.0
68314,-20.0
68315,-29.0
68316,-8.0
68317,-19.0
68318,-14.0
68319,155.0
68320,-3.0
68321,2.0
68322,15.0
68323,-31.0
68324,-15.0
68325,14.0
68326,-11.0
68327,-26.0
68328,11.0
68329,-20.0
68330,6.0
68331,17.0
68332,-14.0
68333,-13.0
68334,-28.0
68335,-4.0
68336,69.0
68337,-33.0
68338,-20.0
68339,7.0
68340,-18.0
68341,-3.0
68342,-5.0
68343,-13.0
68344,15.0
68345,-4.0
68346,-17.0
68347,18.0
68348,94.0
68349,-27.0
68350,-16.0
68351,19.0
68352,-6.0
68353,-35.0
68354,-35.0
68355,-27.0
68356,14.0
68357,5.0
68358,-7.0
68359,-11.0
68360,-33.0
68361,-15.0
68362,0.0
68363,43.0
68364,2.0
68365,46.0
68366,5.0
68367,-6.0
68368,46.0
68369,-16.0
68370,9.0
68371,-27.0
68372,0.0
68373,129.0
68374,-10.0
68375,26.0
68376,-12.0
68377,-15.0
68378,13.0
68379,141.0
68380,-15.0
68381,-35.0
68382,-26.0
68383,-10.0
68384,-27.0
68385,-24.0
68386,5.0
68387,-17.0
68388,50.0
68389,0.0
68390,28.0
68391,-8.0
68392,-19.0
68393,-7.0
68394,3.0
68395,27.0
68396,-30.0
68397,-16.0
68398,-16.0
68399,-19.0
68400,-25.0
68401,2.0
68402,2.0
68403,-15.0
68404,-25.0
68405,36.0
68406,-12.0
68407,31.0
68408,-22.0
68409,-5.0
68410,-11.0
68411,57.0
68412,-18.0
68413,13.0
68414,-17.0
68415,-1.0
68416,-1.0
68417,-15.0
68418,-24.0
68419,17.0
68420,-25.0
68421,-12.0
68422,0.0
68423,18.0
68424,-38.0
68425,-27.0
68426,-26.0
68427,-15.0
68428,-13.0
68429,-17.0
68430,-7.0
68431,-4.0
68432,23.0
68433,-16.0
68434,0.0
68435,-6.0
68436,0.0
68437,-7.0
68438,36.0
68439,-1.0
68440,-13.0
68441,-25.0
68442,-3.0
68443,-28.0
68444,32.0
68445,30.0
68446,8.0
68447,16.0
68448,47.0
68449,-3.0
68450,5.0
68451,-10.0
68452,139.0
68453,-5.0
68454,-17.0
68455,-22.0
68456,-3.0
68457,0.0
68458,-19.0
68459,-2.0
68460,-24.0
68461,-11.0
68462,42.0
68463,20.0
68464,23.0
68465,5.0
68466,-14.0
68467,36.0
68468,-12.0
68469,-38.0
68470,-6.0
68471,-24.0
68472,102.0
68473,25.0
68474,-3.0
68475,-23.0
68476,129.0
68477,-26.0
68478,38.0
68479,-16.0
68480,0.0
68481,-26.0
68482,-8.0
68483,54.0
68484,-21.0
68485,4.0
68486,2.0
68487,-27.0
68488,-10.0
68489,-8.0
68490,-7.0
68491,-10.0
68492,-13.0
68493,13.0
68494,31.0
68495,-35.0
68496,-18.0
68497,12.0
68498,-16.0
68499,-22.0
68500,112.0
68501,69.0
68502,21.0
68503,58.0
68504,1.0
68505,36.0
68506,0.0
68507,76.0
68508,-18.0
68509,-10.0
68510,249.0
68511,-17.0
68512,-40.0
68513,-5.0
68514,3.0
68515,-10.0
68516,-3.0
68517,-17.0
68518,-24.0
68519,-15.0
68520,4.0
68521,-20.0
68522,-10.0
68523,2.0
68524,38.0
68525,10.0
68526,1.0
68527,43.0
68528,-32.0
68529,-12.0
68530,-19.0
68531,0.0
68532,-4.0
68533,-6.0
68534,1.0
68535,-33.0
68536,-12.0
68537,-7.0
68538,618.0
68539,2.0
68540,-19.0
68541,-10.0
68542,-4.0
68543,-7.0
68544,-11.0
68545,-23.0
68546,-27.0
68547,-33.0
68548,-18.0
68549,-18.0
68550,-12.0
68551,-29.0
68552,16.0
68553,8.0
68554,15.0
68555,-18.0
68556,-20.0
68557,75.0
68558,181.0
68559,3.0
68560,-8.0
68561,74.0
68562,86.0
68563,43.0
68564,-34.0
68565,14.0
68566,-6.0
68567,37.0
68568,-17.0
68569,15.0
68570,-33.0
68571,-17.0
68572,-10.0
68573,-24.0
68574,-8.0
68575,5.0
68576,5.0
68577,-17.0
68578,126.0
68579,-11.0
68580,-23.0
68581,6.0
68582,-5.0
68583,-2.0
68584,-5.0
68585,-2.0
68586,-13.0
68587,0.0
68588,-41.0
68589,-29.0
68590,90.0
68591,-5.0
68592,-8.0
68593,16.0
68594,8.0
68595,-22.0
68596,-22.0
68597,-1.0
68598,24.0
68599,32.0
68600,25.0
68601,-17.0
68602,183.0
68603,-2.0
68604,-1.0
68605,-9.0
68606,-9.0
68607,-9.0
68608,-9.0
68609,-2.0
68610,0.0
68611,2.0
68612,13.0
68613,10.0
68614,5.0
68615,0.0
68616,-9.0
68617,-22.0
68618,-6.0
68619,-14.0
68620,-12.0
68621,10.0
68622,78.0
68623,-3.0
68624,-18.0
68625,-3.0
68626,17.0
68627,-15.0
68628,-13.0
68629,131.0
68630,0.0
68631,12.0
68632,22.0
68633,-6.0
68634,23.0
68635,1.0
68636,-29.0
68637,135.0
68638,-10.0
68639,-16.0
68640,-22.0
68641,-14.0
68642,1.0
68643,-2.0
68644,-22.0
68645,3.0
68646,16.0
68647,8.0
68648,55.0
68649,24.0
68650,-18.0
68651,12.0
68652,-24.0
68653,4.0
68654,39.0
68655,19.0
68656,-7.0
68657,-29.0
68658,-8.0
68659,-19.0
68660,-1.0
68661,5.0
68662,-17.0
68663,93.0
68664,14.0
68665,-29.0
68666,-17.0
68667,-24.0
68668,-14.0
68669,-23.0
68670,-15.0
68671,-11.0
68672,-29.0
68673,-15.0
68674,-1.0
68675,-21.0
68676,12.0
68677,-26.0
68678,-8.0
68679,14.0
68680,11.0
68681,-10.0
68682,-18.0
68683,-9.0
68684,-30.0
68685,-9.0
68686,-16.0
68687,0.0
68688,26.0
68689,6.0
68690,-9.0
68691,-10.0
68692,-24.0
68693,22.0
68694,-23.0
68695,-5.0
68696,12.0
68697,75.0
68698,-16.0
68699,-22.0
68700,-13.0
68701,-13.0
68702,-14.0
68703,-15.0
68704,46.0
68705,0.0
68706,-17.0
68707,8.0
68708,-22.0
68709,-19.0
68710,7.0
68711,6.0
68712,93.0
68713,-5.0
68714,-29.0
68715,-1.0
68716,-3.0
68717,-19.0
68718,-18.0
68719,-11.0
68720,58.0
68721,241.0
68722,-11.0
68723,-27.0
68724,-8.0
68725,9.0
68726,-7.0
68727,28.0
68728,-30.0
68729,-3.0
68730,-15.0
68731,14.0
68732,60.0
68733,7.0
68734,-14.0
68735,-12.0
68736,48.0
68737,-3.0
68738,16.0
68739,6.0
68740,-54.0
68741,38.0
68742,-12.0
68743,-8.0
68744,-11.0
68745,5.0
68746,0.0
68747,-15.0
68748,-9.0
68749,-11.0
68750,5.0
68751,-11.0
68752,-18.0
68753,-5.0
68754,-17.0
68755,15.0
68756,2.0
68757,6.0
68758,50.0
68759,-12.0
68760,-1.0
68761,-8.0
68762,-6.0
68763,-17.0
68764,-17.0
68765,-22.0
68766,104.0
68767,-23.0
68768,8.0
68769,10.0
68770,-10.0
68771,23.0
68772,-4.0
68773,-22.0
68774,-8.0
68775,-17.0
68776,-13.0
68777,-14.0
68778,-5.0
68779,9.0
68780,-6.0
68781,2.0
68782,-6.0
68783,149.0
68784,-12.0
68785,-20.0
68786,-9.0
68787,-39.0
68788,-13.0
68789,16.0
68790,-2.0
68791,42.0
68792,-20.0
68793,-11.0
68794,-23.0
68795,-13.0
68796,-11.0
68797,-5.0
68798,-11.0
68799,-16.0
68800,136.0
68801,-2.0
68802,-11.0
68803,-11.0
68804,87.0
68805,-8.0
68806,7.0
68807,87.0
68808,-1.0
68809,-26.0
68810,-25.0
68811,-1.0
68812,-15.0
68813,26.0
68814,-2.0
68815,-11.0
68816,-9.0
68817,-1.0
68818,-3.0
68819,15.0
68820,-8.0
68821,16.0
68822,-43.0
68823,-24.0
68824,-11.0
68825,-19.0
68826,33.0
68827,-5.0
68828,-20.0
68829,28.0
68830,-15.0
68831,-18.0
68832,9.0
68833,-26.0
68834,-20.0
68835,48.0
68836,-11.0
68837,113.0
68838,-10.0
68839,7.0
68840,5.0
68841,-2.0
68842,-11.0
68843,62.0
68844,44.0
68845,2.0
68846,-48.0
68847,107.0
68848,10.0
68849,9.0
68850,16.0
68851,11.0
68852,-5.0
68853,-11.0
68854,-21.0
68855,-9.0
68856,3.0
68857,-11.0
68858,-27.0
68859,54.0
68860,-15.0
68861,79.0
68862,9.0
68863,77.0
68864,-25.0
68865,-26.0
68866,6.0
68867,-12.0
68868,60.0
68869,-16.0
68870,-21.0
68871,1.0
68872,81.0
68873,2.0
68874,-17.0
68875,-20.0
68876,14.0
68877,-8.0
68878,5.0
68879,-33.0
68880,26.0
68881,-15.0
68882,-8.0
68883,4.0
68884,-26.0
68885,13.0
68886,-17.0
68887,17.0
68888,-23.0
68889,25.0
68890,118.0
68891,3.0
68892,8.0
68893,-19.0
68894,5.0
68895,21.0
68896,3.0
68897,-15.0
68898,-15.0
68899,-14.0
68900,-1.0
68901,1.0
68902,19.0
68903,-17.0
68904,-25.0
68905,-5.0
68906,-20.0
68907,-1.0
68908,-6.0
68909,-10.0
68910,-25.0
68911,13.0
68912,32.0
68913,18.0
68914,81.0
68915,20.0
68916,6.0
68917,26.0
68918,121.0
68919,-34.0
68920,-14.0
68921,-32.0
68922,29.0
68923,9.0
68924,-4.0
68925,-10.0
68926,-19.0
68927,-2.0
68928,-11.0
68929,-3.0
68930,-13.0
68931,-22.0
68932,-7.0
68933,-7.0
68934,-8.0
68935,-14.0
68936,8.0
68937,-15.0
68938,104.0
68939,-38.0
68940,18.0
68941,48.0
68942,-2.0
68943,-17.0
68944,-3.0
68945,-2.0
68946,-2.0
68947,-8.0
68948,60.0
68949,3.0
68950,-4.0
68951,-10.0
68952,8.0
68953,-18.0
68954,-14.0
68955,-20.0
68956,-13.0
68957,47.0
68958,191.0
68959,20.0
68960,-21.0
68961,-20.0
68962,-4.0
68963,-3.0
68964,100.0
68965,136.0
68966,-7.0
68967,118.0
68968,87.0
68969,3.0
68970,-15.0
68971,4.0
68972,30.0
68973,128.0
68974,-32.0
68975,0.0
68976,-9.0
68977,-18.0
68978,54.0
68979,40.0
68980,-8.0
68981,-2.0
68982,-25.0
68983,22.0
68984,-20.0
68985,7.0
68986,12.0
68987,-6.0
68988,25.0
68989,-26.0
68990,-10.0
68991,19.0
68992,-13.0
68993,0.0
68994,-21.0
68995,-1.0
68996,94.0
68997,-25.0
68998,4.0
68999,0.0
69000,34.0
69001,-15.0
69002,-1.0
69003,-3.0
69004,-3.0
69005,-6.0
69006,-20.0
69007,4.0
69008,5.0
69009,-20.0
69010,144.0
69011,1.0
69012,-3.0
69013,-6.0
69014,-25.0
69015,-15.0
69016,0.0
69017,-7.0
69018,87.0
69019,83.0
69020,-10.0
69021,4.0
69022,-8.0
69023,237.0
69024,-3.0
69025,-14.0
69026,-23.0
69027,-28.0
69028,112.0
69029,51.0
69030,-21.0
69031,-20.0
69032,-3.0
69033,10.0
69034,12.0
69035,151.0
69036,-16.0
69037,-13.0
69038,-18.0
69039,-15.0
69040,75.0
69041,10.0
69042,42.0
69043,-14.0
69044,7.0
69045,-8.0
69046,-26.0
69047,58.0
69048,-9.0
69049,-21.0
69050,84.0
69051,0.0
69052,-1.0
69053,9.0
69054,-11.0
69055,11.0
69056,37.0
69057,3.0
69058,0.0
69059,54.0
69060,-11.0
69061,-6.0
69062,-6.0
69063,14.0
69064,-14.0
69065,4.0
69066,-3.0
69067,-30.0
69068,-1.0
69069,-9.0
69070,-7.0
69071,-2.0
69072,-20.0
69073,0.0
69074,49.0
69075,-6.0
69076,-8.0
69077,-10.0
69078,1.0
69079,1.0
69080,54.0
69081,63.0
69082,9.0
69083,56.0
69084,15.0
69085,11.0
69086,-4.0
69087,6.0
69088,-8.0
69089,80.0
69090,-9.0
69091,86.0
69092,-1.0
69093,5.0
69094,14.0
69095,-10.0
69096,-26.0
69097,36.0
69098,33.0
69099,-20.0
69100,-15.0
69101,17.0
69102,-12.0
69103,-10.0
69104,20.0
69105,-8.0
69106,123.0
69107,656.0
69108,-11.0
69109,11.0
69110,-3.0
69111,16.0
69112,-24.0
69113,6.0
69114,-17.0
69115,12.0
69116,108.0
69117,-18.0
69118,-19.0
69119,-3.0
69120,-15.0
69121,-23.0
69122,-12.0
69123,-3.0
69124,24.0
69125,40.0
69126,9.0
69127,-1.0
69128,-38.0
69129,78.0
69130,201.0
69131,23.0
69132,5.0
69133,78.0
69134,35.0
69135,-2.0
69136,-30.0
69137,-6.0
69138,-18.0
69139,2.0
69140,29.0
69141,-3.0
69142,-12.0
69143,15.0
69144,156.0
69145,-29.0
69146,-8.0
69147,-2.0
69148,-11.0
69149,-3.0
69150,21.0
69151,-1.0
69152,43.0
69153,20.0
69154,-10.0
69155,-14.0
69156,1.0
69157,-4.0
69158,2.0
69159,2.0
69160,-25.0
69161,-21.0
69162,10.0
69163,-25.0
69164,-13.0
69165,-3.0
69166,-11.0
69167,-11.0
69168,-15.0
69169,-7.0
69170,10.0
69171,-39.0
69172,8.0
69173,-2.0
69174,-1.0
69175,-5.0
69176,-2.0
69177,-22.0
69178,-19.0
69179,7.0
69180,-13.0
69181,-2.0
69182,-11.0
69183,-8.0
69184,22.0
69185,-23.0
69186,-18.0
69187,-14.0
69188,-6.0
69189,-22.0
69190,-10.0
69191,1.0
69192,-9.0
69193,2.0
69194,-15.0
69195,-1.0
69196,-16.0
69197,0.0
69198,-8.0
69199,-17.0
69200,-16.0
69201,-5.0
69202,0.0
69203,22.0
69204,159.0
69205,85.0
69206,-11.0
69207,-4.0
69208,-18.0
69209,17.0
69210,22.0
69211,-14.0
69212,-3.0
69213,8.0
69214,-3.0
69215,16.0
69216,45.0
69217,-7.0
69218,17.0
69219,-23.0
69220,-34.0
69221,-23.0
69222,9.0
69223,16.0
69224,-3.0
69225,-22.0
69226,-9.0
69227,5.0
69228,-14.0
69229,-3.0
69230,-4.0
69231,43.0
69232,2.0
69233,25.0
69234,-14.0
69235,-24.0
69236,14.0
69237,81.0
69238,-14.0
69239,18.0
69240,130.0
69241,-10.0
69242,-16.0
69243,6.0
69244,-19.0
69245,35.0
69246,-13.0
69247,-16.0
69248,-28.0
69249,-6.0
69250,24.0
69251,-41.0
69252,16.0
69253,-13.0
69254,-20.0
69255,-11.0
69256,-3.0
69257,26.0
69258,47.0
69259,-1.0
69260,-23.0
69261,-17.0
69262,13.0
69263,2.0
69264,-1.0
69265,-12.0
69266,-10.0
69267,0.0
69268,-5.0
69269,40.0
69270,-9.0
69271,-10.0
69272,-24.0
69273,3.0
69274,-6.0
69275,-23.0
69276,-7.0
69277,-17.0
69278,-1.0
69279,-33.0
69280,-9.0
69281,11.0
69282,15.0
69283,-13.0
69284,-6.0
69285,59.0
69286,-24.0
69287,-17.0
69288,10.0
69289,-24.0
69290,8.0
69291,-3.0
69292,-13.0
69293,-7.0
69294,227.0
69295,-16.0
69296,11.0
69297,-16.0
69298,-6.0
69299,0.0
69300,35.0
69301,4.0
69302,-16.0
69303,-11.0
69304,-14.0
69305,-11.0
69306,52.0
69307,-15.0
69308,-8.0
69309,-18.0
69310,41.0
69311,-8.0
69312,-13.0
69313,-13.0
69314,9.0
69315,-9.0
69316,-9.0
69317,11.0
69318,-4.0
69319,55.0
69320,5.0
69321,-4.0
69322,-12.0
69323,43.0
69324,5.0
69325,-13.0
69326,4.0
69327,34.0
69328,19.0
69329,14.0
69330,-9.0
69331,8.0
69332,-2.0
69333,14.0
69334,-2.0
69335,2.0
69336,6.0
69337,5.0
69338,9.0
69339,70.0
69340,-8.0
69341,-20.0
69342,-6.0
69343,-7.0
69344,-5.0
69345,100.0
69346,49.0
69347,-21.0
69348,22.0
69349,10.0
69350,-21.0
69351,-18.0
69352,0.0
69353,15.0
69354,34.0
69355,1.0
69356,15.0
69357,182.0
69358,-3.0
69359,1.0
69360,-25.0
69361,3.0
69362,0.0
69363,1.0
69364,8.0
69365,-9.0
69366,-6.0
69367,-16.0
69368,-9.0
69369,-9.0
69370,2.0
69371,-2.0
69372,28.0
69373,58.0
69374,-15.0
69375,-8.0
69376,-2.0
69377,-6.0
69378,1.0
69379,-9.0
69380,-19.0
69381,1.0
69382,-31.0
69383,39.0
69384,135.0
69385,8.0
69386,16.0
69387,-18.0
69388,-19.0
69389,-19.0
69390,23.0
69391,-4.0
69392,-24.0
69393,-10.0
69394,284.0
69395,7.0
69396,6.0
69397,-8.0
69398,-6.0
69399,120.0
69400,-2.0
69401,27.0
69402,-35.0
69403,-14.0
69404,0.0
69405,-34.0
69406,42.0
69407,-21.0
69408,-2.0
69409,6.0
69410,-11.0
69411,-12.0
69412,-27.0
69413,-15.0
69414,-7.0
69415,-22.0
69416,33.0
69417,-3.0
69418,102.0
69419,-4.0
69420,-27.0
69421,-10.0
69422,31.0
69423,-14.0
69424,16.0
69425,-1.0
69426,-46.0
69427,-15.0
69428,15.0
69429,16.0
69430,-21.0
69431,26.0
69432,-15.0
69433,-25.0
69434,-20.0
69435,-15.0
69436,15.0
69437,-7.0
69438,-13.0
69439,-7.0
69440,-3.0
69441,-6.0
69442,-10.0
69443,-2.0
69444,0.0
69445,79.0
69446,247.0
69447,118.0
69448,7.0
69449,2.0
69450,-19.0
69451,35.0
69452,1.0
69453,9.0
69454,-10.0
69455,22.0
69456,-23.0
69457,59.0
69458,-4.0
69459,-18.0
69460,-4.0
69461,29.0
69462,-23.0
69463,34.0
69464,36.0
69465,-22.0
69466,19.0
69467,31.0
69468,-26.0
69469,-15.0
69470,27.0
69471,8.0
69472,14.0
69473,-11.0
69474,13.0
69475,23.0
69476,125.0
69477,102.0
69478,12.0
69479,32.0
69480,-30.0
69481,-21.0
69482,16.0
69483,-19.0
69484,-25.0
69485,-11.0
69486,-8.0
69487,1.0
69488,-15.0
69489,16.0
69490,7.0
69491,-5.0
69492,-5.0
69493,70.0
69494,-15.0
69495,-21.0
69496,-10.0
69497,-3.0
69498,-21.0
69499,21.0
69500,-10.0
69501,126.0
69502,-12.0
69503,209.0
69504,-4.0
69505,-8.0
69506,-13.0
69507,0.0
69508,8.0
69509,7.0
69510,-4.0
69511,-20.0
69512,3.0
69513,-43.0
69514,10.0
69515,-21.0
69516,-11.0
69517,-2.0
69518,-9.0
69519,-16.0
69520,-10.0
69521,6.0
69522,-6.0
69523,-13.0
69524,-22.0
69525,-14.0
69526,-17.0
69527,0.0
69528,-29.0
69529,-4.0
69530,-6.0
69531,-1.0
69532,-17.0
69533,-31.0
69534,64.0
69535,28.0
69536,-6.0
69537,47.0
69538,-4.0
69539,19.0
69540,-27.0
69541,-15.0
69542,11.0
69543,11.0
69544,-5.0
69545,19.0
69546,-15.0
69547,-3.0
69548,-1.0
69549,4.0
69550,24.0
69551,13.0
69552,193.0
69553,-29.0
69554,-12.0
69555,-21.0
69556,-3.0
69557,-11.0
69558,-15.0
69559,-11.0
69560,-8.0
69561,-26.0
69562,28.0
69563,16.0
69564,-28.0
69565,-16.0
69566,-25.0
69567,-1.0
69568,-17.0
69569,-8.0
69570,0.0
69571,-14.0
69572,11.0
69573,23.0
69574,22.0
69575,71.0
69576,-14.0
69577,-23.0
69578,-21.0
69579,9.0
69580,-13.0
69581,49.0
69582,-12.0
69583,98.0
69584,-6.0
69585,-28.0
69586,34.0
69587,-19.0
69588,-8.0
69589,9.0
69590,-5.0
69591,-15.0
69592,-17.0
69593,-19.0
69594,-11.0
69595,-5.0
69596,7.0
69597,-3.0
69598,7.0
69599,25.0
69600,-5.0
69601,-7.0
69602,-3.0
69603,-9.0
69604,-28.0
69605,-30.0
69606,206.0
69607,71.0
69608,-8.0
69609,-5.0
69610,-3.0
69611,12.0
69612,-29.0
69613,-13.0
69614,-41.0
69615,-28.0
69616,130.0
69617,-17.0
69618,-9.0
69619,-19.0
69620,-1.0
69621,83.0
69622,-21.0
69623,-11.0
69624,-5.0
69625,34.0
69626,5.0
69627,-13.0
69628,-35.0
69629,-17.0
69630,0.0
69631,-19.0
69632,-24.0
69633,-15.0
69634,-14.0
69635,-6.0
69636,-23.0
69637,-12.0
69638,-16.0
69639,-15.0
69640,-4.0
69641,-5.0
69642,-9.0
69643,-13.0
69644,59.0
69645,25.0
69646,-9.0
69647,-19.0
69648,20.0
69649,-8.0
69650,-17.0
69651,-23.0
69652,-15.0
69653,0.0
69654,25.0
69655,-16.0
69656,7.0
69657,1.0
69658,4.0
69659,-23.0
69660,10.0
69661,-1.0
69662,14.0
69663,-32.0
69664,-5.0
69665,-29.0
69666,48.0
69667,-10.0
69668,-19.0
69669,-15.0
69670,-20.0
69671,-15.0
69672,4.0
69673,18.0
69674,-28.0
69675,9.0
69676,-20.0
69677,14.0
69678,-20.0
69679,-14.0
69680,-15.0
69681,-21.0
69682,-29.0
69683,135.0
69684,-13.0
69685,-13.0
69686,33.0
69687,8.0
69688,-3.0
69689,10.0
69690,-47.0
69691,4.0
69692,-30.0
69693,7.0
69694,10.0
69695,112.0
69696,93.0
69697,30.0
69698,23.0
69699,-7.0
69700,-10.0
69701,-3.0
69702,0.0
69703,-1.0
69704,8.0
69705,-32.0
69706,14.0
69707,-6.0
69708,-7.0
69709,19.0
69710,28.0
69711,67.0
69712,7.0
69713,79.0
69714,-37.0
69715,11.0
69716,-1.0
69717,-28.0
69718,8.0
69719,-24.0
69720,2.0
69721,-13.0
69722,-16.0
69723,25.0
69724,-18.0
69725,273.0
69726,26.0
69727,27.0
69728,-31.0
69729,-14.0
69730,-5.0
69731,-13.0
69732,57.0
69733,-22.0
69734,-10.0
69735,11.0
69736,-12.0
69737,-18.0
69738,-7.0
69739,2.0
69740,-18.0
69741,-11.0
69742,6.0
69743,-9.0
69744,28.0
69745,21.0
69746,-12.0
69747,36.0
69748,-31.0
69749,-7.0
69750,-3.0
69751,-22.0
69752,-12.0
69753,-9.0
69754,-14.0
69755,-22.0
69756,0.0
69757,52.0
69758,-21.0
69759,-33.0
69760,-25.0
69761,5.0
69762,-7.0
